Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2017,0,5,8,4,7,4,5,2,3,4,3,0,5,3,7,4,5,1,6,6,5,4,1,7,0,3,4,3
2018,4,3,10,1,4,3,4,8,7,1,0,10,4,5,1,6,4,3,0,3,3,8,5,2,1,4,4,4
2019,1,0,3,6,4,2,3,8,2,8,4,7,4,6,2,0,8,2,0,5,3,3,1,0,4,0,2,2
2020,5,6,3,2,5,2,4,5,3,7,0,0,9,4,4,1,4,5,7,6,5,8,4,1,2,2,7,4
2021,4,5,0,3,6,4,4,1,4,7,0,0,3,3,3,0,8,1,3,3,3,4,3,1,4,3,2,3
2022,10,8,5,2,3,3,5,9,3,3,7,6,1,5,2,3,3,5,2,5,3,4,5,10,3,8,0,5
2023,1,6,2,3,4,2,3,1,0,4,2,2,4,2,0,5,3,2,5,3,3,3,2,6,2,4,2,3
2024,4,5,2,3,1,1,3,4,4,7,1,3,6,4,0,1,0,5,2,6,2,5,1,10,4,5,8,6
2025,2,2,2,1,6,5,3,4,3,8,8,10,9,7,1,1,1,2,0,3,1,7,2,7,0,4,7,5
2026,8,5,6,1,2,1,4,4,7,5,5,2,1,4,4,4,8,9,4,0,5,10,4,4,2,0,2,4
2027,0,5,7,3,4,5,4,3,3,4,12,0,1,4,3,0,4,10,5,2,4,5,6,4,3,5,2,4
2028,0,6,7,1,2,3,3,4,4,7,2,3,7,5,3,0,4,5,3,7,4,4,8,6,1,1,1,4
2029,0,4,4,2,2,2,2,2,2,5,4,2,0,3,1,5,5,0,2,3,3,6,8,1,10,7,2,6
2030,6,4,3,4,0,4,4,5,5,2,5,6,4,5,2,1,6,8,0,2,3,1,5,2,1,6,5,3
2031,4,6,0,3,1,4,3,0,5,10,0,0,5,3,2,0,10,5,2,2,4,7,2,6,9,5,8,6
2032,5,7,6,1,3,2,4,5,1,4,5,3,2,3,8,3,4,7,4,1,5,7,8,0,4,0,8,5
2033,3,3,5,5,4,3,4,5,2,8,4,7,2,5,4,3,4,6,7,0,4,9,1,7,3,5,4,5
2034,2,9,6,5,0,4,4,2,9,3,1,4,2,4,8,3,1,1,1,4,3,6,4,6,4,5,8,6
2035,4,6,2,2,4,1,3,3,9,3,6,8,2,5,3,3,4,5,9,8,5,11,5,6,7,8,4,7
2036,9,2,3,3,4,8,5,0,3,2,2,3,4,2,1,3,6,2,2,5,3,4,8,8,0,5,6,5
2037,1,1,1,7,8,7,4,4,6,7,9,2,2,5,4,5,1,2,4,2,3,4,4,1,5,6,4,4
