Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2017,30,28,34,26,25,29,29,26,32,25,30,29,23,28,32,31,7,33,25,25,26,32,25,27,27,31,17,27
2018,29,26,29,29,36,24,29,30,31,21,32,30,32,29,26,30,32,31,25,23,28,35,36,25,30,29,37,32
2019,27,34,20,26,24,24,26,22,30,27,27,31,29,28,28,27,21,26,20,43,28,28,34,32,36,24,20,29
2020,34,28,37,31,26,27,31,35,34,31,27,28,23,30,22,28,23,32,24,32,27,26,26,27,22,28,20,25
2021,28,21,26,21,30,28,26,27,31,22,30,25,30,28,30,19,31,36,27,24,28,26,26,27,23,29,32,27
2022,23,25,25,29,25,28,26,27,30,30,29,31,28,29,29,35,27,24,24,33,29,32,24,31,23,29,26,28
2023,25,32,20,27,26,28,26,27,23,27,25,38,25,28,28,28,25,21,35,35,29,27,35,20,21,31,30,27
2024,27,28,30,33,35,28,30,28,33,20,29,34,25,28,27,29,25,30,27,39,30,25,27,20,24,30,21,25
2025,29,28,25,26,30,33,29,29,24,23,26,29,30,27,25,26,29,25,29,23,26,29,25,30,38,35,30,31
2026,26,25,32,36,37,32,31,27,21,23,38,20,25,26,28,29,39,23,30,29,30,23,30,25,36,26,27,28
2027,26,25,29,32,37,28,30,23,28,33,31,30,23,28,21,24,22,31,37,32,28,25,28,29,30,33,30,29
2028,29,21,33,32,28,21,27,24,23,27,21,27,31,26,34,28,20,27,26,20,26,19,25,28,33,29,25,27
2029,28,31,30,31,27,31,30,22,27,23,30,42,35,30,31,25,26,24,31,26,27,26,27,23,30,29,26,27
2030,21,25,30,31,17,29,26,26,40,29,29,28,31,31,24,24,25,37,28,32,28,32,27,22,36,33,34,31
2031,29,18,17,34,26,23,25,26,22,36,27,33,30,29,34,25,41,34,29,26,32,21,20,26,21,25,26,23
2032,27,33,28,25,27,33,29,26,28,29,33,26,22,27,25,24,33,29,27,30,28,30,27,28,32,31,31,30
2033,28,29,22,27,26,25,26,22,24,25,28,26,23,25,20,36,26,30,31,30,29,26,30,28,31,28,24,28
2034,32,31,28,30,23,29,29,21,26,21,41,30,31,28,29,21,15,34,32,32,27,26,30,24,31,29,27,28
2035,28,32,35,33,26,26,30,34,24,30,29,21,25,27,25,33,26,35,30,30,30,23,27,29,30,29,31,28
2036,27,24,36,41,21,25,29,17,25,18,37,19,35,25,28,23,27,30,21,19,25,23,33,22,21,27,32,26
2037,22,28,31,35,25,28,28,24,29,28,26,25,21,26,32,27,30,34,33,28,31,22,23,27,23,37,24,26
2038,28,25,30,25,28,32,28,26,20,24,23,24,35,25,33,31,25,26,28,32,29,29,22,26,34,30,27,28
2039,19,33,27,36,24,22,27,26,29,32,32,34,25,30,26,25,23,31,32,29,28,31,30,32,24,32,26,29
2040,25,34,29,32,23,25,28,26,32,29,26,25,24,27,30,23,20,27,31,30,27,20,23,29,27,27,22,25
2041,25,29,25,30,16,28,26,23,27,26,30,34,31,29,37,26,31,26,28,31,30,38,27,29,25,36,31,31
2042,27,23,31,32,28,37,30,30,29,27,27,24,36,29,22,28,28,26,29,28,27,29,24,28,25,31,24,27
2043,33,22,27,33,27,25,28,28,27,24,33,29,27,28,31,30,20,26,32,34,29,24,22,21,33,31,31,27
2044,32,23,27,26,32,31,29,30,32,26,27,35,24,29,28,29,27,31,20,25,27,26,30,26,33,25,25,28
2045,25,31,26,32,25,28,28,26,14,29,28,32,29,26,26,33,25,28,28,32,29,24,24,29,23,29,31,27
2046,30,25,28,32,27,19,27,28,18,31,33,27,28,28,27,25,29,29,29,38,30,32,31,22,25,22,23,26
2047,22,29,27,29,29,28,27,27,25,27,29,32,21,27,26,23,37,25,32,17,27,26,24,27,33,30,37,30
2048,12,28,24,28,24,35,25,25,25,26,24,21,38,27,23,34,25,30,22,24,26,21,25,34,24,27,25,26
2049,26,23,29,30,24,30,27,30,34,30,35,28,35,32,37,28,32,32,30,29,31,29,27,25,22,28,36,28
2050,33,28,28,26,27,25,28,30,34,27,39,28,31,32,25,29,30,34,29,29,29,27,28,32,26,28,31,29
2051,26,33,19,33,28,34,29,33,25,17,31,39,30,29,25,33,26,23,30,23,27,24,25,27,30,25,27,26
2052,25,34,28,22,37,28,29,23,24,31,34,27,30,28,25,31,29,24,30,21,27,24,20,29,35,30,24,27
2053,28,31,32,30,32,33,31,24,27,31,24,22,31,27,23,38,28,37,22,25,29,24,24,24,32,20,31,26
2054,26,28,31,29,26,32,29,29,31,24,33,22,23,27,30,31,22,27,30,24,27,32,27,23,30,31,24,28
