Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2017,2,10,2,8,1,2,4,5,6,10,14,3,10,8,5,6,5,3,2,9,5,6,8,2,6,5,4,5
2018,8,5,6,5,4,5,6,6,4,6,5,3,9,6,2,3,12,2,5,8,5,4,1,7,1,5,6,4
2019,13,6,5,7,8,3,7,9,2,4,3,3,8,5,6,7,11,1,18,1,7,4,5,7,6,11,5,6
2020,3,10,6,6,1,1,5,5,3,7,3,7,9,6,7,5,2,3,3,2,4,3,4,6,8,9,5,6
2021,5,9,15,6,1,3,7,1,3,9,5,6,2,4,4,9,4,5,7,6,6,5,7,3,1,10,3,5
2022,10,6,12,6,6,8,8,5,4,4,5,6,6,5,4,4,9,8,4,6,6,3,3,7,10,2,7,5
2023,3,8,5,7,14,3,7,6,4,5,4,2,4,4,2,6,7,2,8,4,5,5,8,11,4,3,8,7
2024,8,6,18,4,4,3,7,3,7,4,4,6,7,5,5,4,7,0,11,1,5,7,4,10,1,2,15,7
2025,9,6,10,5,5,5,7,6,4,8,11,7,4,7,1,1,4,4,5,6,4,6,11,10,2,7,3,7
2026,4,6,5,5,3,2,4,5,7,5,4,7,9,6,3,3,7,11,4,14,7,7,4,8,1,9,8,6
2027,8,6,8,8,6,3,7,7,2,3,6,6,11,6,8,7,9,2,4,6,6,13,5,6,3,3,8,6
2028,6,14,7,5,7,8,8,6,4,9,4,8,5,6,6,3,7,4,12,6,6,7,3,6,2,6,7,5
2029,2,4,8,3,7,5,5,6,10,17,5,3,4,8,7,6,9,5,4,7,6,8,8,10,2,7,9,7
2030,6,6,9,2,5,4,5,5,5,10,7,7,6,7,6,1,11,2,8,1,5,7,8,9,7,6,4,7
2031,5,6,12,6,14,4,8,10,4,3,3,4,3,5,5,6,11,3,4,1,5,7,10,5,7,11,6,8
