Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
1971,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,,,#DIV/0!
2017,25,29,22,21,27,28,25,25,32,25,29,27,22,27,24,30,25,25,30,21,26,29,31,14,29,28,31,27
2018,25,13,32,36,23,39,28,23,20,18,43,29,31,27,27,23,29,16,17,10,20,19,20,19,30,24,18,22
2019,14,31,29,22,21,23,23,31,24,26,20,21,18,23,27,30,28,21,25,38,28,26,28,26,20,26,19,24
2020,22,31,15,25,29,32,26,22,26,24,25,34,23,26,27,21,27,32,26,27,27,27,19,30,27,22,35,27
2021,22,25,20,25,23,39,26,37,35,22,26,21,22,27,23,35,28,27,29,24,28,24,20,34,24,24,33,27
2022,28,29,28,21,28,32,28,25,24,25,31,20,26,25,32,27,20,24,15,20,23,24,35,16,25,26,41,28
2023,32,24,32,38,17,27,28,32,32,20,29,23,12,25,13,21,28,17,23,35,23,17,27,24,29,27,22,24
2024,23,17,31,29,23,23,24,24,29,25,30,21,24,26,24,22,24,21,25,25,24,29,26,20,32,25,28,27
2025,29,20,21,23,20,24,23,20,22,27,26,30,33,26,20,29,25,10,27,22,22,24,33,31,41,25,27,30
2026,17,22,25,25,24,13,21,25,29,35,13,19,27,25,26,12,27,36,26,27,26,16,20,31,28,30,24,25
2027,21,23,35,34,24,20,26,24,20,17,26,30,33,25,18,14,28,21,34,17,22,18,18,17,37,36,28,26
2028,32,26,16,20,30,21,24,31,35,21,31,23,22,27,17,27,33,27,30,23,26,33,25,28,33,25,32,29
2029,23,20,24,38,27,26,26,24,26,43,15,28,27,27,23,28,20,27,22,11,22,26,27,22,17,40,24,26
2030,13,20,23,35,37,20,25,28,30,31,29,20,38,29,23,35,18,23,24,29,25,23,16,26,30,25,25,24
2031,24,20,23,21,30,27,24,28,23,28,29,30,35,29,27,14,24,31,20,20,23,31,25,26,23,27,28,27
2032,19,33,22,24,33,42,29,28,39,29,26,30,16,28,41,20,24,28,24,29,28,22,26,18,37,35,27,28
2033,29,23,27,24,32,36,29,23,26,21,28,19,19,23,28,22,21,27,30,31,27,22,23,25,22,32,34,26
2034,24,23,22,17,19,19,21,24,27,25,30,27,23,26,27,18,29,30,23,18,24,23,19,28,26,24,32,25
2035,20,23,34,31,24,30,27,33,24,17,31,31,27,27,27,28,21,20,29,29,26,21,23,19,38,16,39,26
2036,35,33,17,27,39,17,28,26,18,18,25,33,23,24,22,20,19,24,26,28,23,18,34,24,36,26,23,27
2037,29,23,26,29,32,30,28,24,17,18,32,15,24,22,25,37,23,23,27,38,29,27,20,25,27,23,41,27
2038,39,32,24,26,26,29,29,30,24,21,40,26,20,27,21,27,23,22,33,23,25,26,15,27,24,24,24,23
2039,38,16,25,38,23,21,27,24,24,19,27,20,20,22,19,22,32,27,21,21,24,24,27,19,20,21,30,24
2040,16,26,35,27,18,16,23,22,16,17,23,25,25,21,29,31,21,21,30,22,26,25,32,27,26,26,28,27
2041,16,26,27,31,26,30,26,26,21,22,23,20,28,23,31,19,37,23,18,18,24,20,26,22,30,24,20,24
2042,18,19,20,28,25,39,25,36,28,28,28,23,19,27,18,26,26,17,27,13,21,12,17,36,20,22,27,22
2043,24,17,29,30,28,30,26,17,27,19,14,23,21,20,25,22,23,26,26,22,24,30,19,24,26,32,16,25
2044,21,29,22,20,21,41,26,25,20,13,28,26,37,25,27,32,30,23,21,34,28,27,17,30,23,21,23,24
2045,20,32,22,37,27,23,27,20,24,26,29,26,22,25,22,23,25,29,23,33,26,24,29,25,26,26,30,27
2046,23,29,24,16,25,32,25,14,29,20,40,15,34,25,32,19,27,20,23,39,27,22,21,21,22,24,28,23
2047,26,21,29,41,19,33,28,25,21,31,30,21,25,26,22,25,29,22,20,25,24,33,24,36,20,40,25,30
2048,27,19,27,27,25,23,25,23,21,24,21,25,19,22,23,32,36,24,17,20,25,15,23,21,29,19,18,21
2049,33,30,17,25,20,26,25,21,23,14,22,26,27,22,37,12,29,20,21,22,24,20,30,24,22,21,16,22
2050,15,35,26,24,18,37,26,34,27,24,24,25,15,25,27,18,29,31,33,18,26,24,29,32,26,24,35,28
2051,32,14,28,15,24,26,23,17,21,27,22,21,31,23,27,26,34,22,27,26,27,22,20,26,25,19,18,22
2052,22,22,26,30,36,22,26,14,35,19,27,20,20,23,18,28,22,25,25,33,25,30,29,30,32,18,30,28
2053,21,28,27,21,24,16,23,28,22,31,25,21,31,26,26,25,25,21,21,39,26,24,33,20,30,23,30,27
2054,38,32,23,21,26,28,28,21,34,21,27,25,26,26,25,33,31,21,31,22,27,24,16,20,24,27,27,23
2055,14,34,20,29,24,30,25,29,20,32,21,12,26,23,26,17,36,26,22,19,24,29,30,27,30,15,39,28
2056,33,24,17,23,18,28,24,23,20,29,22,21,30,24,28,23,30,30,25,24,27,28,23,25,32,19,25,25
2057,27,25,18,30,24,22,24,32,20,15,32,24,27,25,24,18,26,19,27,30,24,31,24,24,31,38,29,30
2058,28,13,18,28,16,22,21,18,28,24,24,22,25,24,21,29,33,36,20,30,28,24,25,22,33,18,26,25
2059,24,21,18,27,20,21,22,16,27,20,30,25,34,25,24,19,23,22,27,15,22,25,23,21,26,12,30,23
2060,8,27,11,28,29,27,22,32,17,35,22,25,19,25,24,33,19,36,30,33,29,8,29,31,30,34,28,27
2061,21,31,31,22,30,18,26,21,29,21,21,30,35,26,18,28,32,15,16,20,22,24,20,30,30,24,13,24
2062,16,15,30,20,18,29,21,24,34,27,30,25,23,27,25,29,25,31,17,27,26,17,24,19,27,16,20,21
2063,30,26,26,23,25,28,26,26,30,19,22,20,31,25,16,22,27,24,31,32,25,16,20,30,23,21,27,23
