Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2017,60,50,50,53,43,48,51,47,61,58,49,44,64,54,64,40,9,59,53,38,44,52,46,51,51,53,59,52
2018,53,46,52,51,50,42,49,44,52,47,61,43,50,50,54,47,41,53,48,45,48,43,54,59,43,64,58,54
2019,52,47,41,53,39,44,46,57,51,43,53,47,60,52,51,52,45,57,48,56,52,41,54,55,52,37,55,49
2020,53,42,63,49,50,45,50,63,57,53,57,47,39,53,55,46,52,54,51,50,51,45,47,47,46,54,51,48
2021,44,53,56,48,52,48,50,52,59,47,49,46,52,51,56,43,42,62,46,37,48,52,49,51,44,53,46,49
2022,50,40,40,52,60,52,49,65,47,56,45,47,57,53,55,53,50,53,49,61,54,49,51,44,43,44,38,45
2023,49,53,53,49,44,55,51,53,40,57,46,65,39,50,57,51,40,43,44,56,49,47,59,50,41,45,55,50
2024,58,53,60,46,52,56,54,54,52,46,56,49,49,51,58,43,36,44,46,53,47,55,55,50,50,45,47,50
2025,48,48,45,44,52,60,50,52,46,48,56,57,47,51,54,51,64,60,59,44,55,51,52,49,47,51,57,51
2026,50,40,64,49,52,55,52,50,53,49,47,39,48,48,42,61,39,48,56,52,50,44,54,50,52,52,46,50
2027,45,44,49,52,42,55,48,45,54,60,52,51,39,50,48,55,40,50,60,62,53,35,47,57,52,57,44,49
2028,55,49,54,62,43,54,53,33,53,46,42,57,54,48,60,53,40,46,50,56,51,42,35,47,49,55,61,48
2029,52,49,46,53,56,52,51,45,42,49,47,64,61,51,48,48,47,53,50,45,49,47,42,41,53,59,47,48
2030,48,56,50,50,55,42,50,44,59,47,51,57,49,51,41,54,39,57,63,53,51,54,60,51,55,61,42,54
2031,49,45,38,62,58,50,50,55,46,61,48,60,58,55,42,51,38,44,49,43,45,38,45,54,47,61,47,49
2032,45,52,58,61,56,53,54,46,58,54,39,44,45,48,43,45,45,43,58,53,48,46,53,54,58,55,57,54
