Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
1971,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,,,#DIV/0!,,,,,,,#DIV/0!
2017,20,16,24,33,22,22,23,26,33,21,26,28,30,27,26,23,23,16,35,28,25,11,30,33,28,15,26,24
2018,24,21,18,18,28,20,22,27,42,44,22,22,30,31,27,19,36,20,27,27,26,16,33,20,36,19,21,24
2019,25,21,33,26,21,25,25,24,23,27,29,22,20,24,31,15,32,23,31,27,27,17,21,29,25,15,31,23
2020,25,31,45,27,23,26,30,22,18,31,21,13,23,21,27,26,22,20,24,29,25,31,26,35,29,35,26,30
2021,17,31,34,34,28,20,27,19,10,38,27,32,21,25,26,11,22,21,12,22,19,24,18,29,44,30,18,27
2022,29,25,21,25,31,13,24,28,22,29,22,23,15,23,19,25,28,17,28,28,24,22,31,35,15,28,13,24
2023,25,16,32,25,38,19,26,26,16,31,37,31,33,29,24,23,39,27,27,19,27,25,22,25,25,17,32,24
2024,24,29,35,24,29,28,28,27,21,21,24,25,35,26,24,23,30,16,17,16,21,28,18,30,24,22,22,24
2025,26,23,33,24,23,15,24,27,20,25,21,26,23,24,32,14,16,24,38,11,23,31,23,26,9,20,30,23
2026,28,33,40,26,20,23,28,23,18,30,35,37,16,27,33,29,27,20,26,19,26,34,36,23,30,27,32,30
2027,27,21,21,12,24,24,22,32,29,31,17,32,26,28,25,33,42,27,30,29,31,32,18,34,18,18,20,23
2028,15,29,32,29,18,26,25,32,19,38,19,31,33,29,34,28,38,18,20,16,26,29,26,17,20,30,23,24
2029,26,25,23,10,18,41,24,33,21,20,28,22,10,22,21,24,33,19,28,30,26,18,22,27,17,15,31,22
2030,27,24,23,20,26,13,22,32,18,30,18,25,13,23,32,26,31,24,27,24,27,34,33,38,24,30,30,32
2031,33,27,34,26,26,30,29,30,33,41,26,18,30,30,21,35,20,23,22,17,23,36,23,31,18,24,20,25
2032,23,19,22,23,18,18,21,18,23,29,18,25,34,25,16,31,22,21,28,23,24,28,22,34,33,26,31,29
2033,38,33,29,34,10,26,28,19,18,22,33,24,33,25,37,31,23,27,23,17,26,25,30,22,19,32,22,25
2034,21,27,27,15,35,20,24,23,42,34,18,20,29,28,33,30,15,21,31,22,25,29,32,35,21,27,24,28
2035,30,27,24,36,40,30,31,25,40,37,11,32,26,29,22,26,34,22,23,19,24,17,26,34,25,35,20,26
2036,24,32,38,26,30,31,30,37,32,23,21,23,27,27,31,39,26,27,20,28,29,45,20,29,20,26,20,27
2037,20,29,19,30,20,13,22,32,35,33,25,34,22,30,24,27,29,31,28,31,28,22,23,22,14,25,22,21
2038,20,19,33,30,32,18,25,31,17,31,22,32,29,27,34,21,37,29,22,26,28,34,36,32,29,31,22,31
2039,13,28,40,14,21,27,24,21,20,29,30,23,29,25,25,37,38,14,20,31,28,24,24,33,23,39,24,28
2040,27,28,29,15,26,30,26,24,17,34,31,38,23,28,28,26,33,23,32,23,28,34,14,31,29,29,31,28
2041,21,20,24,18,33,21,23,26,23,36,25,26,34,28,30,24,15,32,26,26,26,26,21,33,22,28,26,26
2042,32,24,32,28,28,21,28,19,20,25,23,24,30,24,24,27,25,22,29,20,25,29,39,21,37,31,34,32
2043,35,27,21,21,31,12,25,33,25,35,37,26,28,31,33,19,25,23,34,17,25,32,29,39,29,25,28,30
2044,33,28,37,17,28,13,26,33,36,33,28,24,17,29,29,27,24,20,33,15,25,27,50,19,20,35,33,31
2045,30,24,39,12,20,21,24,38,23,32,24,35,43,33,29,30,33,19,31,22,27,28,20,24,20,28,37,26
