Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2017,41,38,31,40,46,43,40,35,41,29,51,45,34,39,44,35,8,38,50,32,35,28,29,47,49,41,45,40
2018,30,28,33,46,41,30,35,34,42,37,36,36,37,37,37,51,37,43,45,36,42,31,31,39,44,40,42,38
2019,37,35,37,37,32,32,35,40,37,35,41,40,41,39,37,36,40,48,25,48,39,36,40,39,37,30,38,37
2020,40,37,48,29,30,31,36,41,40,35,37,39,36,38,53,43,35,37,38,43,42,43,33,29,35,40,40,37
2021,31,30,33,38,46,47,38,37,30,34,41,27,31,33,37,34,33,39,29,35,35,36,30,43,37,47,40,39
2022,28,39,28,44,37,44,37,43,38,36,40,43,35,39,33,51,35,37,38,41,39,38,40,46,29,34,31,36
2023,45,37,38,43,28,35,38,39,35,42,42,43,29,38,42,27,27,29,37,44,34,36,31,33,30,40,42,35
2024,40,37,30,42,31,41,37,34,38,35,40,37,41,38,44,38,32,46,37,40,40,40,39,39,33,36,35,37
2025,42,39,28,38,39,47,39,38,30,42,35,34,43,37,32,31,43,48,33,33,37,38,36,39,40,41,36,38
2026,46,26,46,39,41,35,39,33,37,52,43,29,41,39,35,47,33,27,47,35,37,32,38,38,42,34,31,36
2027,29,34,37,46,34,41,37,40,46,43,36,37,33,39,38,44,33,41,46,32,39,32,35,35,40,43,41,38
2028,43,34,41,52,40,34,41,37,36,33,30,37,38,35,42,36,29,47,38,39,39,34,39,39,41,36,41,38
2029,34,41,38,39,35,40,38,28,29,35,42,40,41,36,36,45,36,41,37,31,38,30,29,34,38,38,44,36
2030,36,33,31,32,27,40,33,39,46,36,31,42,41,39,34,36,32,42,36,52,39,40,36,40,43,39,34,39
2031,35,39,33,40,33,34,36,37,30,40,42,39,42,38,47,48,34,42,35,34,40,30,30,38,30,40,32,33
2032,36,39,35,33,50,39,39,33,36,29,39,35,33,34,42,27,34,37,34,45,37,39,33,35,44,40,34,38
2033,30,32,38,43,35,37,36,37,35,36,42,33,40,37,30,40,33,40,35,39,36,34,37,37,44,41,36,38
2034,44,37,33,36,41,45,39,33,35,21,42,36,40,35,38,37,32,34,39,41,37,44,36,38,31,29,33,35
2035,35,39,35,37,33,33,35,49,24,43,41,34,33,37,35,38,27,38,39,38,36,34,27,29,44,34,42,35
2036,40,38,44,46,29,31,38,30,36,29,42,33,40,35,29,32,37,48,40,51,40,37,37,39,34,37,43,38
2037,32,36,37,48,40,32,38,38,47,30,34,29,30,35,47,44,35,46,44,32,41,42,32,35,31,36,40,36
2038,40,43,27,40,39,45,39,33,37,38,30,35,37,35,39,34,37,50,36,40,39,37,34,33,29,34,31,33
2039,34,36,34,42,26,39,35,37,43,32,50,38,29,38,34,33,36,38,42,32,36,36,37,39,38,34,29,36
2040,34,36,39,43,30,41,37,37,30,34,45,35,27,35,39,37,32,33,47,32,37,31,44,38,38,24,31,34
2041,31,24,40,38,34,47,36,32,33,38,29,46,53,39,45,38,27,33,46,28,36,46,41,41,20,41,43,39
2042,38,37,45,39,39,42,40,37,39,41,39,23,37,36,28,37,30,34,33,43,34,48,36,34,44,33,32,38
2043,33,41,31,40,31,40,36,43,39,41,48,42,32,41,35,38,43,57,35,40,41,29,34,32,42,40,37,36
2044,35,38,38,31,41,40,37,36,37,39,42,42,25,37,46,39,29,44,32,33,37,38,40,39,35,42,31,38
2045,34,37,35,36,35,40,36,37,24,43,33,42,31,35,41,51,29,43,36,36,39,41,35,30,38,36,31,35
2046,39,32,33,33,39,29,34,33,32,43,37,33,42,37,34,24,37,50,45,52,40,38,28,30,34,38,34,34
2047,36,40,37,32,37,28,35,42,34,43,36,41,29,38,38,34,41,39,39,41,39,35,37,26,45,37,32,35
2048,28,29,37,45,40,45,37,34,26,32,33,37,39,34,31,44,32,37,32,32,35,23,38,31,24,38,30,31
2049,23,34,40,38,42,44,37,35,38,35,42,34,35,37,38,36,28,42,43,32,37,41,27,36,35,48,36,37
2050,39,37,35,41,40,42,39,41,40,36,47,41,39,41,31,41,40,33,36,36,36,37,36,49,34,32,25,36
2051,35,33,31,45,35,37,36,42,28,23,40,37,50,37,42,39,28,42,34,37,37,42,33,34,47,40,39,39
2052,35,31,42,32,45,23,35,25,31,47,45,45,39,39,42,36,31,34,26,32,34,34,34,33,44,49,32,38
2053,48,32,35,45,38,33,39,30,32,39,37,44,31,36,23,37,35,38,34,33,33,28,37,27,46,28,39,34
2054,42,42,35,35,33,36,37,29,29,39,31,37,41,34,40,30,29,35,36,32,34,34,38,28,42,42,43,38
2055,35,40,32,41,28,39,36,36,34,42,33,39,45,38,29,37,36,29,40,31,34,28,32,45,37,35,37,36
2056,32,41,41,43,31,45,39,44,45,37,34,32,35,38,32,39,32,37,40,36,36,42,44,36,43,33,31,38
2057,31,44,34,34,30,30,34,27,40,36,37,39,28,35,33,47,41,29,35,40,38,32,39,33,31,35,41,35
2058,44,30,29,42,42,36,37,25,32,26,30,42,35,32,25,40,32,28,41,38,34,37,30,38,38,39,30,35
2059,31,34,36,34,38,33,34,34,34,34,30,31,33,33,43,31,31,38,44,39,38,27,38,31,26,29,29,30
2060,38,28,39,36,43,32,36,38,38,33,32,34,35,35,37,42,27,39,43,40,38,41,32,31,37,30,40,35
2061,33,39,46,41,40,36,39,28,37,36,31,31,36,33,34,39,34,31,31,35,34,38,38,38,21,42,43,37
2062,39,29,35,32,30,39,34,36,33,27,38,44,41,37,41,44,30,39,35,50,40,27,29,23,35,42,24,30
2063,32,42,40,33,29,33,35,42,33,38,38,44,54,42,31,34,39,38,39,26,35,39,36,30,45,26,35,35
2064,28,50,34,35,39,33,37,41,32,40,46,35,43,40,32,30,31,43,47,38,37,30,38,35,28,38,29,33
2065,39,33,29,40,41,36,36,26,35,44,32,35,33,34,37,30,35,31,30,37,33,41,31,35,33,41,34,36
2066,38,35,35,38,42,33,37,33,31,40,32,38,33,35,40,32,35,38,35,35,36,41,30,34,38,32,33,35
2067,39,36,34,49,39,40,40,30,38,30,43,46,38,38,31,28,38,47,44,33,37,31,37,39,35,37,38,36
2068,39,30,31,32,28,37,33,41,39,34,32,25,38,35,35,29,31,38,40,33,34,34,29,27,37,26,29,30
2069,35,36,38,27,42,41,37,39,36,39,35,36,46,39,35,33,44,37,40,30,37,32,33,26,46,38,36,35
2070,43,34,40,36,37,33,37,30,28,39,39,31,39,34,33,35,43,43,38,42,39,34,33,30,31,45,38,35
2071,36,41,34,33,37,27,35,28,43,39,33,42,46,39,34,38,33,40,29,38,35,42,31,34,30,41,32,35
2072,49,37,36,35,32,44,39,44,40,34,37,38,37,38,38,31,28,39,43,34,36,30,29,42,36,28,40,34
2073,38,40,38,35,48,35,39,39,34,37,27,36,38,35,32,28,27,28,42,41,33,37,40,32,34,38,40,37
2074,33,32,26,34,36,37,33,37,41,28,50,36,32,37,32,35,39,45,33,36,37,39,29,36,35,29,29,33
2075,31,35,35,38,38,41,36,36,33,27,37,40,38,35,37,47,27,37,32,35,36,34,30,36,35,31,29,33
2076,36,39,36,34,39,35,37,30,33,36,33,36,33,34,40,43,39,31,36,38,38,34,39,35,34,36,28,34
2077,39,39,34,43,49,42,41,24,28,28,39,37,26,30,32,29,29,44,27,33,32,28,28,44,47,38,32,36
2078,30,28,37,27,39,42,34,32,28,44,44,43,35,38,33,32,41,24,40,34,34,29,29,48,39,32,39,36
2079,28,41,42,30,41,36,36,32,31,32,36,37,40,35,33,42,39,38,36,29,36,25,35,34,35,32,37,33
2080,32,42,30,45,42,43,39,51,35,29,35,36,28,36,31,32,30,35,41,30,33,36,41,36,36,33,44,38
2081,42,42,30,40,37,29,37,30,28,42,42,36,32,35,32,42,20,33,42,44,36,26,35,28,44,32,35,33
2082,34,38,39,40,35,42,38,41,34,31,39,42,45,39,33,33,43,35,27,30,34,34,29,33,36,28,40,33
2083,50,25,34,37,32,38,36,33,29,36,36,29,37,33,30,32,39,38,41,36,36,40,26,38,39,30,42,36
2084,39,41,34,36,42,34,38,34,32,28,36,39,31,33,41,38,37,28,35,45,37,34,35,39,34,36,35,36
2085,31,30,42,41,40,38,37,26,31,38,44,37,35,35,35,33,31,35,34,32,33,36,30,37,38,39,31,35
2086,39,34,47,36,39,46,40,26,39,29,43,38,34,35,34,36,32,42,30,34,35,37,38,40,36,33,30,36
2087,37,27,42,36,44,40,38,30,33,37,26,45,38,35,40,31,28,33,38,44,36,29,30,39,30,31,37,33
2088,39,38,35,40,38,25,36,39,38,49,40,35,51,42,28,25,33,41,44,35,34,27,38,44,33,47,44,39
2089,29,32,29,36,44,43,36,44,35,35,40,38,39,39,36,23,35,30,31,45,33,30,41,42,30,32,27,34
2090,48,34,47,34,42,42,41,31,36,24,36,33,36,33,36,36,30,36,24,39,34,27,34,39,33,34,32,33
2091,32,41,45,29,28,30,34,34,40,41,33,26,31,34,29,29,30,46,30,45,35,31,34,33,32,39,31,33
2092,40,33,34,38,33,41,37,42,38,38,28,37,35,36,31,39,34,30,28,33,33,29,29,39,34,31,29,32
2093,41,34,39,32,38,40,37,41,30,38,36,32,34,35,37,32,44,39,38,28,36,43,33,40,31,40,43,38
2094,37,36,24,36,33,32,33,31,38,37,38,39,46,38,30,47,30,33,29,40,35,29,33,34,38,36,44,36
2095,37,39,41,31,43,40,39,32,53,40,34,28,35,37,32,32,32,36,32,37,34,21,31,37,36,39,33,33
2096,41,36,36,32,36,40,37,30,38,53,40,37,37,39,37,37,29,31,41,39,36,25,29,35,24,24,43,30
2097,23,36,39,45,42,34,37,38,25,38,29,30,37,33,36,42,34,36,34,47,38,26,29,37,28,35,33,31
2098,33,34,43,38,33,36,36,38,31,31,41,34,32,35,31,35,35,33,42,27,34,30,33,28,36,43,41,35
2099,34,37,46,40,33,34,37,36,30,31,41,35,35,35,39,39,38,40,33,31,37,34,26,33,36,39,25,32
2100,34,37,37,34,39,48,38,36,38,25,32,46,38,36,44,46,30,42,40,24,38,27,36,34,31,44,39,35
